id,temp,ph,substrate,yield,kcat_base,Km_base,enzyme_type
GUN1_HYPJR,60.0,4.0,Xylan,0.0789,0.16,27.54,EG
GUN1_HYPJR,60.0,5.0,Xylan,0.0833,0.16,27.54,EG
GUN1_HYPJR,60.0,6.0,Xylan,0.0666,0.16,27.54,EG
GUN1_HYPJR,60.0,7.0,Xylan,0.0375,0.16,27.54,EG
GUN1_HYPJR,60.0,8.0,Xylan,0.013,0.16,27.54,EG
GUN1_HYPJR,70.0,4.0,Xylan,0.0466,0.16,27.54,EG
GUN1_HYPJR,70.0,5.0,Xylan,0.0497,0.16,27.54,EG
GUN1_HYPJR,70.0,6.0,Xylan,0.0381,0.16,27.54,EG
GUN1_HYPJR,70.0,7.0,Xylan,0.0198,0.16,27.54,EG
GUN1_HYPJR,70.0,8.0,Xylan,0.0063,0.16,27.54,EG
GUN1_HYPJR,30.0,4.0,Bagasse,0.0845,0.16,27.54,EG
GUN1_HYPJR,30.0,5.0,Bagasse,0.0891,0.16,27.54,EG
GUN1_HYPJR,30.0,6.0,Bagasse,0.0716,0.16,27.54,EG
GUN1_HYPJR,30.0,7.0,Bagasse,0.0409,0.16,27.54,EG
GUN1_HYPJR,30.0,8.0,Bagasse,0.0144,0.16,27.54,EG
GUN1_HYPJR,40.0,4.0,Bagasse,0.1649,0.16,27.54,EG
GUN1_HYPJR,40.0,5.0,Bagasse,0.1713,0.16,27.54,EG
GUN1_HYPJR,40.0,6.0,Bagasse,0.1464,0.16,27.54,EG
GUN1_HYPJR,40.0,7.0,Bagasse,0.0971,0.16,27.54,EG
GUN1_HYPJR,40.0,8.0,Bagasse,0.0428,0.16,27.54,EG
GUN1_HYPJR,50.0,4.0,Bagasse,0.2106,0.16,27.54,EG
GUN1_HYPJR,50.0,5.0,Bagasse,0.2176,0.16,27.54,EG
GUN1_HYPJR,50.0,6.0,Bagasse,0.1902,0.16,27.54,EG
GUN1_HYPJR,50.0,7.0,Bagasse,0.1339,0.16,27.54,EG
GUN1_HYPJR,50.0,8.0,Bagasse,0.0659,0.16,27.54,EG
GUN1_HYPJR,60.0,4.0,Bagasse,0.2041,0.16,27.54,EG
GUN1_HYPJR,60.0,5.0,Bagasse,0.2111,0.16,27.54,EG
GUN1_HYPJR,60.0,6.0,Bagasse,0.1839,0.16,27.54,EG
GUN1_HYPJR,60.0,7.0,Bagasse,0.1285,0.16,27.54,EG
GUN1_HYPJR,60.0,8.0,Bagasse,0.0623,0.16,27.54,EG
GUN1_HYPJR,70.0,4.0,Bagasse,0.1475,0.16,27.54,EG
GUN1_HYPJR,70.0,5.0,Bagasse,0.1536,0.16,27.54,EG
GUN1_HYPJR,70.0,6.0,Bagasse,0.1299,0.16,27.54,EG
GUN1_HYPJR,70.0,7.0,Bagasse,0.0839,0.16,27.54,EG
GUN1_HYPJR,70.0,8.0,Bagasse,0.0353,0.16,27.54,EG
GUN5_MICS2,30.0,4.0,Cellulose,0.3213,10.6,27.52,EG
GUN5_MICS2,30.0,5.0,Cellulose,0.4074,10.6,27.52,EG
GUN5_MICS2,30.0,6.0,Cellulose,0.4539,10.6,27.52,EG
GUN5_MICS2,30.0,7.0,Cellulose,0.4582,10.6,27.52,EG
GUN5_MICS2,30.0,8.0,Cellulose,0.42,10.6,27.52,EG
GUN5_MICS2,40.0,4.0,Cellulose,0.4428,10.6,27.52,EG
GUN5_MICS2,40.0,5.0,Cellulose,0.5334,10.6,27.52,EG
GUN5_MICS2,40.0,6.0,Cellulose,0.5818,10.6,27.52,EG
GUN5_MICS2,40.0,7.0,Cellulose,0.5862,10.6,27.52,EG
GUN5_MICS2,40.0,8.0,Cellulose,0.5466,10.6,27.52,EG
GUN5_MICS2,50.0,4.0,Cellulose,0.5019,10.6,27.52,EG
GUN5_MICS2,50.0,5.0,Cellulose,0.5939,10.6,27.52,EG
GUN5_MICS2,50.0,6.0,Cellulose,0.6426,10.6,27.52,EG
GUN5_MICS2,50.0,7.0,Cellulose,0.6471,10.6,27.52,EG
GUN5_MICS2,50.0,8.0,Cellulose,0.6072,10.6,27.52,EG
GUN5_MICS2,60.0,4.0,Cellulose,0.4937,10.6,27.52,EG
GUN5_MICS2,60.0,5.0,Cellulose,0.5856,10.6,27.52,EG
GUN5_MICS2,60.0,6.0,Cellulose,0.6343,10.6,27.52,EG
GUN5_MICS2,60.0,7.0,Cellulose,0.6387,10.6,27.52,EG
GUN5_MICS2,60.0,8.0,Cellulose,0.5989,10.6,27.52,EG
GUN5_MICS2,70.0,4.0,Cellulose,0.4189,10.6,27.52,EG
GUN5_MICS2,70.0,5.0,Cellulose,0.5089,10.6,27.52,EG
GUN5_MICS2,70.0,6.0,Cellulose,0.557,10.6,27.52,EG
GUN5_MICS2,70.0,7.0,Cellulose,0.5614,10.6,27.52,EG
GUN5_MICS2,70.0,8.0,Cellulose,0.522,10.6,27.52,EG
GUN5_MICS2,30.0,4.0,Xylan,0.1372,10.6,27.52,EG
GUN5_MICS2,30.0,5.0,Xylan,0.2054,10.6,27.52,EG
GUN5_MICS2,30.0,6.0,Xylan,0.245,10.6,27.52,EG
GUN5_MICS2,30.0,7.0,Xylan,0.2487,10.6,27.52,EG
GUN5_MICS2,30.0,8.0,Xylan,0.216,10.6,27.52,EG
GUN5_MICS2,40.0,4.0,Xylan,0.2353,10.6,27.52,EG
GUN5_MICS2,40.0,5.0,Xylan,0.3156,10.6,27.52,EG
GUN5_MICS2,40.0,6.0,Xylan,0.36,10.6,27.52,EG
GUN5_MICS2,40.0,7.0,Xylan,0.3641,10.6,27.52,EG
GUN5_MICS2,40.0,8.0,Xylan,0.3276,10.6,27.52,EG
GUN5_MICS2,50.0,4.0,Xylan,0.2872,10.6,27.52,EG
GUN5_MICS2,50.0,5.0,Xylan,0.3713,10.6,27.52,EG
GUN5_MICS2,50.0,6.0,Xylan,0.4171,10.6,27.52,EG
GUN5_MICS2,50.0,7.0,Xylan,0.4213,10.6,27.52,EG
GUN5_MICS2,50.0,8.0,Xylan,0.3837,10.6,27.52,EG
GUN5_MICS2,60.0,4.0,Xylan,0.28,10.6,27.52,EG
GUN5_MICS2,60.0,5.0,Xylan,0.3636,10.6,27.52,EG
GUN5_MICS2,60.0,6.0,Xylan,0.4092,10.6,27.52,EG
GUN5_MICS2,60.0,7.0,Xylan,0.4134,10.6,27.52,EG
GUN5_MICS2,60.0,8.0,Xylan,0.3759,10.6,27.52,EG
GUN5_MICS2,70.0,4.0,Xylan,0.2151,10.6,27.52,EG
GUN5_MICS2,70.0,5.0,Xylan,0.2935,10.6,27.52,EG
GUN5_MICS2,70.0,6.0,Xylan,0.3371,10.6,27.52,EG
GUN5_MICS2,70.0,7.0,Xylan,0.3412,10.6,27.52,EG
GUN5_MICS2,70.0,8.0,Xylan,0.3053,10.6,27.52,EG
GUN5_MICS2,30.0,4.0,Bagasse,0.2897,10.6,27.52,EG
GUN5_MICS2,30.0,5.0,Bagasse,0.374,10.6,27.52,EG
GUN5_MICS2,30.0,6.0,Bagasse,0.4199,10.6,27.52,EG
GUN5_MICS2,30.0,7.0,Bagasse,0.4241,10.6,27.52,EG
GUN5_MICS2,30.0,8.0,Bagasse,0.3864,10.6,27.52,EG
GUN5_MICS2,40.0,4.0,Bagasse,0.4088,10.6,27.52,EG
GUN5_MICS2,40.0,5.0,Bagasse,0.4985,10.6,27.52,EG
GUN5_MICS2,40.0,6.0,Bagasse,0.5465,10.6,27.52,EG
GUN5_MICS2,40.0,7.0,Bagasse,0.5508,10.6,27.52,EG
GUN5_MICS2,40.0,8.0,Bagasse,0.5115,10.6,27.52,EG
GUN5_MICS2,50.0,4.0,Bagasse,0.4672,10.6,27.52,EG
GUN5_MICS2,50.0,5.0,Bagasse,0.5585,10.6,27.52,EG
GUN5_MICS2,50.0,6.0,Bagasse,0.607,10.6,27.52,EG
GUN5_MICS2,50.0,7.0,Bagasse,0.6115,10.6,27.52,EG
GUN5_MICS2,50.0,8.0,Bagasse,0.5717,10.6,27.52,EG
GUN5_MICS2,60.0,4.0,Bagasse,0.4592,10.6,27.52,EG
GUN5_MICS2,60.0,5.0,Bagasse,0.5503,10.6,27.52,EG
GUN5_MICS2,60.0,6.0,Bagasse,0.5988,10.6,27.52,EG
GUN5_MICS2,60.0,7.0,Bagasse,0.6032,10.6,27.52,EG
GUN5_MICS2,60.0,8.0,Bagasse,0.5635,10.6,27.52,EG
GUN5_MICS2,70.0,4.0,Bagasse,0.3854,10.6,27.52,EG
GUN5_MICS2,70.0,5.0,Bagasse,0.4742,10.6,27.52,EG
GUN5_MICS2,70.0,6.0,Bagasse,0.5219,10.6,27.52,EG
GUN5_MICS2,70.0,7.0,Bagasse,0.5262,10.6,27.52,EG
GUN5_MICS2,70.0,8.0,Bagasse,0.4871,10.6,27.52,EG
CEL7B_PYRO7,30.0,4.0,Cellulose,0.1035,0.17,26.62,EG
CEL7B_PYRO7,30.0,5.0,Cellulose,0.106,0.17,26.62,EG
CEL7B_PYRO7,30.0,6.0,Cellulose,0.0844,0.17,26.62,EG
CEL7B_PYRO7,30.0,7.0,Cellulose,0.0483,0.17,26.62,EG
CEL7B_PYRO7,30.0,8.0,Cellulose,0.017,0.17,26.62,EG
CEL7B_PYRO7,40.0,4.0,Cellulose,0.1928,0.17,26.62,EG
CEL7B_PYRO7,40.0,5.0,Cellulose,0.1962,0.17,26.62,EG
CEL7B_PYRO7,40.0,6.0,Cellulose,0.1667,0.17,26.62,EG
CEL7B_PYRO7,40.0,7.0,Cellulose,0.1116,0.17,26.62,EG
CEL7B_PYRO7,40.0,8.0,Cellulose,0.0501,0.17,26.62,EG
CEL7B_PYRO7,50.0,4.0,Cellulose,0.2436,0.17,26.62,EG
CEL7B_PYRO7,50.0,5.0,Cellulose,0.2472,0.17,26.62,EG
CEL7B_PYRO7,50.0,6.0,Cellulose,0.2151,0.17,26.62,EG
CEL7B_PYRO7,50.0,7.0,Cellulose,0.1529,0.17,26.62,EG
CEL7B_PYRO7,50.0,8.0,Cellulose,0.0772,0.17,26.62,EG
CEL7B_PYRO7,60.0,4.0,Cellulose,0.2396,0.17,26.62,EG
CEL7B_PYRO7,60.0,5.0,Cellulose,0.2432,0.17,26.62,EG
CEL7B_PYRO7,60.0,6.0,Cellulose,0.2113,0.17,26.62,EG
CEL7B_PYRO7,60.0,7.0,Cellulose,0.1496,0.17,26.62,EG
CEL7B_PYRO7,60.0,8.0,Cellulose,0.0749,0.17,26.62,EG
CEL7B_PYRO7,70.0,4.0,Cellulose,0.1819,0.17,26.62,EG
CEL7B_PYRO7,70.0,5.0,Cellulose,0.1852,0.17,26.62,EG
CEL7B_PYRO7,70.0,6.0,Cellulose,0.1565,0.17,26.62,EG
CEL7B_PYRO7,70.0,7.0,Cellulose,0.1032,0.17,26.62,EG
CEL7B_PYRO7,70.0,8.0,Cellulose,0.0451,0.17,26.62,EG
CEL7B_PYRO7,30.0,4.0,Xylan,0.02,0.17,26.62,EG
CEL7B_PYRO7,30.0,5.0,Xylan,0.0208,0.17,26.62,EG
CEL7B_PYRO7,30.0,6.0,Xylan,0.0146,0.17,26.62,EG
CEL7B_PYRO7,30.0,7.0,Xylan,0.0067,0.17,26.62,EG
CEL7B_PYRO7,30.0,8.0,Xylan,0.0019,0.17,26.62,EG
CEL7B_PYRO7,40.0,4.0,Xylan,0.0571,0.17,26.62,EG
CEL7B_PYRO7,40.0,5.0,Xylan,0.0589,0.17,26.62,EG
CEL7B_PYRO7,40.0,6.0,Xylan,0.0443,0.17,26.62,EG
CEL7B_PYRO7,40.0,7.0,Xylan,0.0226,0.17,26.62,EG
CEL7B_PYRO7,40.0,8.0,Xylan,0.007,0.17,26.62,EG
CEL7B_PYRO7,50.0,4.0,Xylan,0.0864,0.17,26.62,EG
CEL7B_PYRO7,50.0,5.0,Xylan,0.0887,0.17,26.62,EG
CEL7B_PYRO7,50.0,6.0,Xylan,0.0694,0.17,26.62,EG
CEL7B_PYRO7,50.0,7.0,Xylan,0.0381,0.17,26.62,EG
CEL7B_PYRO7,50.0,8.0,Xylan,0.0128,0.17,26.62,EG
CEL7B_PYRO7,60.0,4.0,Xylan,0.0839,0.17,26.62,EG
CEL7B_PYRO7,60.0,5.0,Xylan,0.0862,0.17,26.62,EG
CEL7B_PYRO7,60.0,6.0,Xylan,0.0672,0.17,26.62,EG
CEL7B_PYRO7,60.0,7.0,Xylan,0.0367,0.17,26.62,EG
CEL7B_PYRO7,60.0,8.0,Xylan,0.0123,0.17,26.62,EG
CEL7B_PYRO7,70.0,4.0,Xylan,0.0516,0.17,26.62,EG
CEL7B_PYRO7,70.0,5.0,Xylan,0.0533,0.17,26.62,EG
CEL7B_PYRO7,70.0,6.0,Xylan,0.0397,0.17,26.62,EG
CEL7B_PYRO7,70.0,7.0,Xylan,0.0199,0.17,26.62,EG
CEL7B_PYRO7,70.0,8.0,Xylan,0.0061,0.17,26.62,EG
CEL7B_PYRO7,30.0,4.0,Bagasse,0.0844,0.17,26.62,EG
CEL7B_PYRO7,30.0,5.0,Bagasse,0.0866,0.17,26.62,EG
CEL7B_PYRO7,30.0,6.0,Bagasse,0.0676,0.17,26.62,EG
CEL7B_PYRO7,30.0,7.0,Bagasse,0.037,0.17,26.62,EG
CEL7B_PYRO7,30.0,8.0,Bagasse,0.0124,0.17,26.62,EG
CEL7B_PYRO7,40.0,4.0,Bagasse,0.1667,0.17,26.62,EG
CEL7B_PYRO7,40.0,5.0,Bagasse,0.1698,0.17,26.62,EG
CEL7B_PYRO7,40.0,6.0,Bagasse,0.1422,0.17,26.62,EG
CEL7B_PYRO7,40.0,7.0,Bagasse,0.0916,0.17,26.62,EG
CEL7B_PYRO7,40.0,8.0,Bagasse,0.0385,0.17,26.62,EG
CEL7B_PYRO7,50.0,4.0,Bagasse,0.215,0.17,26.62,EG
CEL7B_PYRO7,50.0,5.0,Bagasse,0.2185,0.17,26.62,EG
CEL7B_PYRO7,50.0,6.0,Bagasse,0.1878,0.17,26.62,EG
CEL7B_PYRO7,50.0,7.0,Bagasse,0.1293,0.17,26.62,EG
CEL7B_PYRO7,50.0,8.0,Bagasse,0.0613,0.17,26.62,EG
CEL7B_PYRO7,60.0,4.0,Bagasse,0.2112,0.17,26.62,EG
CEL7B_PYRO7,60.0,5.0,Bagasse,0.2147,0.17,26.62,EG
CEL7B_PYRO7,60.0,6.0,Bagasse,0.1842,0.17,26.62,EG
CEL7B_PYRO7,60.0,7.0,Bagasse,0.1262,0.17,26.62,EG
CEL7B_PYRO7,60.0,8.0,Bagasse,0.0593,0.17,26.62,EG
CEL7B_PYRO7,70.0,4.0,Bagasse,0.1564,0.17,26.62,EG
CEL7B_PYRO7,70.0,5.0,Bagasse,0.1595,0.17,26.62,EG
CEL7B_PYRO7,70.0,6.0,Bagasse,0.1327,0.17,26.62,EG
CEL7B_PYRO7,70.0,7.0,Bagasse,0.0841,0.17,26.62,EG
CEL7B_PYRO7,70.0,8.0,Bagasse,0.0344,0.17,26.62,EG
GUNA_PAEBA,30.0,4.0,Cellulose,0.3476,8.41,27.75,EG
GUNA_PAEBA,30.0,5.0,Cellulose,0.4136,8.41,27.75,EG
GUNA_PAEBA,30.0,6.0,Cellulose,0.4389,8.41,27.75,EG
GUNA_PAEBA,30.0,7.0,Cellulose,0.422,8.41,27.75,EG
GUNA_PAEBA,30.0,8.0,Cellulose,0.3639,8.41,27.75,EG
GUNA_PAEBA,40.0,4.0,Cellulose,0.4697,8.41,27.75,EG
GUNA_PAEBA,40.0,5.0,Cellulose,0.5391,8.41,27.75,EG
GUNA_PAEBA,40.0,6.0,Cellulose,0.5654,8.41,27.75,EG
GUNA_PAEBA,40.0,7.0,Cellulose,0.5478,8.41,27.75,EG
GUNA_PAEBA,40.0,8.0,Cellulose,0.4869,8.41,27.75,EG
GUNA_PAEBA,50.0,4.0,Cellulose,0.5286,8.41,27.75,EG
GUNA_PAEBA,50.0,5.0,Cellulose,0.5988,8.41,27.75,EG
GUNA_PAEBA,50.0,6.0,Cellulose,0.6253,8.41,27.75,EG
GUNA_PAEBA,50.0,7.0,Cellulose,0.6076,8.41,27.75,EG
GUNA_PAEBA,50.0,8.0,Cellulose,0.546,8.41,27.75,EG
GUNA_PAEBA,60.0,4.0,Cellulose,0.5197,8.41,27.75,EG
GUNA_PAEBA,60.0,5.0,Cellulose,0.5898,8.41,27.75,EG
GUNA_PAEBA,60.0,6.0,Cellulose,0.6163,8.41,27.75,EG
GUNA_PAEBA,60.0,7.0,Cellulose,0.5987,8.41,27.75,EG
GUNA_PAEBA,60.0,8.0,Cellulose,0.5371,8.41,27.75,EG
GUNA_PAEBA,70.0,4.0,Cellulose,0.4437,8.41,27.75,EG
GUNA_PAEBA,70.0,5.0,Cellulose,0.5125,8.41,27.75,EG
GUNA_PAEBA,70.0,6.0,Cellulose,0.5387,8.41,27.75,EG
GUNA_PAEBA,70.0,7.0,Cellulose,0.5212,8.41,27.75,EG
GUNA_PAEBA,70.0,8.0,Cellulose,0.4608,8.41,27.75,EG
GUNA_PAEBA,30.0,4.0,Xylan,0.1576,8.41,27.75,EG
GUNA_PAEBA,30.0,5.0,Xylan,0.2111,8.41,27.75,EG
GUNA_PAEBA,30.0,6.0,Xylan,0.2325,8.41,27.75,EG
GUNA_PAEBA,30.0,7.0,Xylan,0.2181,8.41,27.75,EG
GUNA_PAEBA,30.0,8.0,Xylan,0.1704,8.41,27.75,EG
GUNA_PAEBA,40.0,4.0,Xylan,0.2592,8.41,27.75,EG
GUNA_PAEBA,40.0,5.0,Xylan,0.3211,8.41,27.75,EG
GUNA_PAEBA,40.0,6.0,Xylan,0.3452,8.41,27.75,EG
GUNA_PAEBA,40.0,7.0,Xylan,0.3291,8.41,27.75,EG
GUNA_PAEBA,40.0,8.0,Xylan,0.2743,8.41,27.75,EG
GUNA_PAEBA,50.0,4.0,Xylan,0.3116,8.41,27.75,EG
GUNA_PAEBA,50.0,5.0,Xylan,0.3762,8.41,27.75,EG
GUNA_PAEBA,50.0,6.0,Xylan,0.4011,8.41,27.75,EG
GUNA_PAEBA,50.0,7.0,Xylan,0.3845,8.41,27.75,EG
GUNA_PAEBA,50.0,8.0,Xylan,0.3275,8.41,27.75,EG
GUNA_PAEBA,60.0,4.0,Xylan,0.3036,8.41,27.75,EG
GUNA_PAEBA,60.0,5.0,Xylan,0.3678,8.41,27.75,EG
GUNA_PAEBA,60.0,6.0,Xylan,0.3926,8.41,27.75,EG
GUNA_PAEBA,60.0,7.0,Xylan,0.3761,8.41,27.75,EG
GUNA_PAEBA,60.0,8.0,Xylan,0.3194,8.41,27.75,EG
GUNA_PAEBA,70.0,4.0,Xylan,0.2366,8.41,27.75,EG
GUNA_PAEBA,70.0,5.0,Xylan,0.2971,8.41,27.75,EG
GUNA_PAEBA,70.0,6.0,Xylan,0.3208,8.41,27.75,EG
GUNA_PAEBA,70.0,7.0,Xylan,0.3049,8.41,27.75,EG
GUNA_PAEBA,70.0,8.0,Xylan,0.2514,8.41,27.75,EG
GUNA_PAEBA,30.0,4.0,Bagasse,0.3154,8.41,27.75,EG
GUNA_PAEBA,30.0,5.0,Bagasse,0.3802,8.41,27.75,EG
GUNA_PAEBA,30.0,6.0,Bagasse,0.4051,8.41,27.75,EG
GUNA_PAEBA,30.0,7.0,Bagasse,0.3885,8.41,27.75,EG
GUNA_PAEBA,30.0,8.0,Bagasse,0.3314,8.41,27.75,EG
GUNA_PAEBA,40.0,4.0,Bagasse,0.4355,8.41,27.75,EG
GUNA_PAEBA,40.0,5.0,Bagasse,0.5041,8.41,27.75,EG
GUNA_PAEBA,40.0,6.0,Bagasse,0.5302,8.41,27.75,EG
GUNA_PAEBA,40.0,7.0,Bagasse,0.5128,8.41,27.75,EG
GUNA_PAEBA,40.0,8.0,Bagasse,0.4525,8.41,27.75,EG
GUNA_PAEBA,50.0,4.0,Bagasse,0.4937,8.41,27.75,EG
GUNA_PAEBA,50.0,5.0,Bagasse,0.5635,8.41,27.75,EG
GUNA_PAEBA,50.0,6.0,Bagasse,0.5899,8.41,27.75,EG
GUNA_PAEBA,50.0,7.0,Bagasse,0.5723,8.41,27.75,EG
GUNA_PAEBA,50.0,8.0,Bagasse,0.511,8.41,27.75,EG
GUNA_PAEBA,60.0,4.0,Bagasse,0.4849,8.41,27.75,EG
GUNA_PAEBA,60.0,5.0,Bagasse,0.5546,8.41,27.75,EG
GUNA_PAEBA,60.0,6.0,Bagasse,0.5809,8.41,27.75,EG
GUNA_PAEBA,60.0,7.0,Bagasse,0.5633,8.41,27.75,EG
GUNA_PAEBA,60.0,8.0,Bagasse,0.5022,8.41,27.75,EG
GUNA_PAEBA,70.0,4.0,Bagasse,0.4098,8.41,27.75,EG
GUNA_PAEBA,70.0,5.0,Bagasse,0.4778,8.41,27.75,EG
GUNA_PAEBA,70.0,6.0,Bagasse,0.5037,8.41,27.75,EG
GUNA_PAEBA,70.0,7.0,Bagasse,0.4864,8.41,27.75,EG
GUNA_PAEBA,70.0,8.0,Bagasse,0.4267,8.41,27.75,EG
GUNV_PECCC,30.0,4.0,Cellulose,0.284,12.61,27.67,EG
GUNV_PECCC,30.0,5.0,Cellulose,0.3889,12.61,27.67,EG
GUNV_PECCC,30.0,6.0,Cellulose,0.4566,12.61,27.67,EG
GUNV_PECCC,30.0,7.0,Cellulose,0.4824,12.61,27.67,EG
GUNV_PECCC,30.0,8.0,Cellulose,0.4652,12.61,27.67,EG
GUNV_PECCC,40.0,4.0,Cellulose,0.4024,12.61,27.67,EG
GUNV_PECCC,40.0,5.0,Cellulose,0.5138,12.61,27.67,EG
GUNV_PECCC,40.0,6.0,Cellulose,0.584,12.61,27.67,EG
GUNV_PECCC,40.0,7.0,Cellulose,0.6106,12.61,27.67,EG
GUNV_PECCC,40.0,8.0,Cellulose,0.5929,12.61,27.67,EG
GUNV_PECCC,50.0,4.0,Cellulose,0.4601,12.61,27.67,EG
GUNV_PECCC,50.0,5.0,Cellulose,0.5734,12.61,27.67,EG
GUNV_PECCC,50.0,6.0,Cellulose,0.6443,12.61,27.67,EG
GUNV_PECCC,50.0,7.0,Cellulose,0.671,12.61,27.67,EG
GUNV_PECCC,50.0,8.0,Cellulose,0.6532,12.61,27.67,EG
GUNV_PECCC,60.0,4.0,Cellulose,0.4514,12.61,27.67,EG
GUNV_PECCC,60.0,5.0,Cellulose,0.5645,12.61,27.67,EG
GUNV_PECCC,60.0,6.0,Cellulose,0.6353,12.61,27.67,EG
GUNV_PECCC,60.0,7.0,Cellulose,0.6619,12.61,27.67,EG
GUNV_PECCC,60.0,8.0,Cellulose,0.6442,12.61,27.67,EG
GUNV_PECCC,70.0,4.0,Cellulose,0.377,12.61,27.67,EG
GUNV_PECCC,70.0,5.0,Cellulose,0.4873,12.61,27.67,EG
GUNV_PECCC,70.0,6.0,Cellulose,0.5572,12.61,27.67,EG
GUNV_PECCC,70.0,7.0,Cellulose,0.5836,12.61,27.67,EG
GUNV_PECCC,70.0,8.0,Cellulose,0.566,12.61,27.67,EG
GUNV_PECCC,30.0,4.0,Xylan,0.1098,12.61,27.67,EG
GUNV_PECCC,30.0,5.0,Xylan,0.1895,12.61,27.67,EG
GUNV_PECCC,30.0,6.0,Xylan,0.2467,12.61,27.67,EG
GUNV_PECCC,30.0,7.0,Xylan,0.2694,12.61,27.67,EG
GUNV_PECCC,30.0,8.0,Xylan,0.2542,12.61,27.67,EG
GUNV_PECCC,40.0,4.0,Xylan,0.2006,12.61,27.67,EG
GUNV_PECCC,40.0,5.0,Xylan,0.2973,12.61,27.67,EG
GUNV_PECCC,40.0,6.0,Xylan,0.3617,12.61,27.67,EG
GUNV_PECCC,40.0,7.0,Xylan,0.3865,12.61,27.67,EG
GUNV_PECCC,40.0,8.0,Xylan,0.3699,12.61,27.67,EG
GUNV_PECCC,50.0,4.0,Xylan,0.2498,12.61,27.67,EG
GUNV_PECCC,50.0,5.0,Xylan,0.3518,12.61,27.67,EG
GUNV_PECCC,50.0,6.0,Xylan,0.4183,12.61,27.67,EG
GUNV_PECCC,50.0,7.0,Xylan,0.4438,12.61,27.67,EG
GUNV_PECCC,50.0,8.0,Xylan,0.4268,12.61,27.67,EG
GUNV_PECCC,60.0,4.0,Xylan,0.2422,12.61,27.67,EG
GUNV_PECCC,60.0,5.0,Xylan,0.3435,12.61,27.67,EG
GUNV_PECCC,60.0,6.0,Xylan,0.4098,12.61,27.67,EG
GUNV_PECCC,60.0,7.0,Xylan,0.4351,12.61,27.67,EG
GUNV_PECCC,60.0,8.0,Xylan,0.4182,12.61,27.67,EG
GUNV_PECCC,70.0,4.0,Xylan,0.1798,12.61,27.67,EG
GUNV_PECCC,70.0,5.0,Xylan,0.2737,12.61,27.67,EG
GUNV_PECCC,70.0,6.0,Xylan,0.3368,12.61,27.67,EG
GUNV_PECCC,70.0,7.0,Xylan,0.3613,12.61,27.67,EG
GUNV_PECCC,70.0,8.0,Xylan,0.3449,12.61,27.67,EG
GUNV_PECCC,30.0,4.0,Bagasse,0.2534,12.61,27.67,EG
GUNV_PECCC,30.0,5.0,Bagasse,0.3558,12.61,27.67,EG
GUNV_PECCC,30.0,6.0,Bagasse,0.4224,12.61,27.67,EG
GUNV_PECCC,30.0,7.0,Bagasse,0.4479,12.61,27.67,EG
GUNV_PECCC,30.0,8.0,Bagasse,0.4309,12.61,27.67,EG
GUNV_PECCC,40.0,4.0,Bagasse,0.369,12.61,27.67,EG
GUNV_PECCC,40.0,5.0,Bagasse,0.479,12.61,27.67,EG
GUNV_PECCC,40.0,6.0,Bagasse,0.5487,12.61,27.67,EG
GUNV_PECCC,40.0,7.0,Bagasse,0.5751,12.61,27.67,EG
GUNV_PECCC,40.0,8.0,Bagasse,0.5575,12.61,27.67,EG
GUNV_PECCC,50.0,4.0,Bagasse,0.4259,12.61,27.67,EG
GUNV_PECCC,50.0,5.0,Bagasse,0.5381,12.61,27.67,EG
GUNV_PECCC,50.0,6.0,Bagasse,0.6087,12.61,27.67,EG
GUNV_PECCC,50.0,7.0,Bagasse,0.6353,12.61,27.67,EG
GUNV_PECCC,50.0,8.0,Bagasse,0.6176,12.61,27.67,EG
GUNV_PECCC,60.0,4.0,Bagasse,0.4173,12.61,27.67,EG
GUNV_PECCC,60.0,5.0,Bagasse,0.5292,12.61,27.67,EG
GUNV_PECCC,60.0,6.0,Bagasse,0.5997,12.61,27.67,EG
GUNV_PECCC,60.0,7.0,Bagasse,0.6263,12.61,27.67,EG
GUNV_PECCC,60.0,8.0,Bagasse,0.6086,12.61,27.67,EG
GUNV_PECCC,70.0,4.0,Bagasse,0.344,12.61,27.67,EG
GUNV_PECCC,70.0,5.0,Bagasse,0.4528,12.61,27.67,EG
GUNV_PECCC,70.0,6.0,Bagasse,0.522,12.61,27.67,EG
GUNV_PECCC,70.0,7.0,Bagasse,0.5483,12.61,27.67,EG
GUNV_PECCC,70.0,8.0,Bagasse,0.5307,12.61,27.67,EG
EGLA_EMENI,30.0,4.0,Cellulose,0.3259,3.84,26.02,EG
EGLA_EMENI,30.0,5.0,Cellulose,0.3418,3.84,26.02,EG
EGLA_EMENI,30.0,6.0,Cellulose,0.3181,3.84,26.02,EG
EGLA_EMENI,30.0,7.0,Cellulose,0.2571,3.84,26.02,EG
EGLA_EMENI,30.0,8.0,Cellulose,0.1675,3.84,26.02,EG
EGLA_EMENI,40.0,4.0,Cellulose,0.4522,3.84,26.02,EG
EGLA_EMENI,40.0,5.0,Cellulose,0.4691,3.84,26.02,EG
EGLA_EMENI,40.0,6.0,Cellulose,0.4437,3.84,26.02,EG
EGLA_EMENI,40.0,7.0,Cellulose,0.3773,3.84,26.02,EG
EGLA_EMENI,40.0,8.0,Cellulose,0.2749,3.84,26.02,EG
EGLA_EMENI,50.0,4.0,Cellulose,0.517,3.84,26.02,EG
